Store,Product Type,Brand,Product Name,Price,Features,Specification,Reviewer Name,Review Date,Rating,Reviewer Comment
Jumia Nigeria,Phones,Tecno,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black",112215.0,"Type: Hole ScreenRefresh Rate:120 HzScreen Size: 6.67 inchesScreen To Body Ratio: 84.6%Color: 16M ColorsResolution: 720 x 1600 pixelsPixel Density: 267 ppiHeight: 163.7 mm (6.44 inch)Width: 75.6 mm (2.98 inch)Thickness 8.6 mm (0.34 inch)SIM:Dual Sim, GSM+GSMResistance: IP54 dust/water resistantOS: Android 14 GoProcessor: Unisoc T615CPU: Octa-coreGPU: Mali G57 MP1Battery Type: Li-PoCapacity: 5000 mAh15W Fast ChargingInternal Memory: 64GB 3GB RAMCard slot Yes, upto 1 TBUSB Type-C",SKU: TE339MP66B2FSNAFAMZProduct Line: TODAY'S DEALS ENTERPRISES - ACWeight (kg): 0.2Color: BlackShop Type: Jumia Mall,Emmanuel,26-11-2024,5 out of 5,I love the phone Nice product. Highly recommended
Jumia Nigeria,Phones,Tecno,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black",112215.0,"Type: Hole ScreenRefresh Rate:120 HzScreen Size: 6.67 inchesScreen To Body Ratio: 84.6%Color: 16M ColorsResolution: 720 x 1600 pixelsPixel Density: 267 ppiHeight: 163.7 mm (6.44 inch)Width: 75.6 mm (2.98 inch)Thickness 8.6 mm (0.34 inch)SIM:Dual Sim, GSM+GSMResistance: IP54 dust/water resistantOS: Android 14 GoProcessor: Unisoc T615CPU: Octa-coreGPU: Mali G57 MP1Battery Type: Li-PoCapacity: 5000 mAh15W Fast ChargingInternal Memory: 64GB 3GB RAMCard slot Yes, upto 1 TBUSB Type-C",SKU: TE339MP66B2FSNAFAMZProduct Line: TODAY'S DEALS ENTERPRISES - ACWeight (kg): 0.2Color: BlackShop Type: Jumia Mall,Oyetunji,25-11-2024,5 out of 5,superp Good
Jumia Nigeria,Phones,Tecno,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black",112215.0,"Type: Hole ScreenRefresh Rate:120 HzScreen Size: 6.67 inchesScreen To Body Ratio: 84.6%Color: 16M ColorsResolution: 720 x 1600 pixelsPixel Density: 267 ppiHeight: 163.7 mm (6.44 inch)Width: 75.6 mm (2.98 inch)Thickness 8.6 mm (0.34 inch)SIM:Dual Sim, GSM+GSMResistance: IP54 dust/water resistantOS: Android 14 GoProcessor: Unisoc T615CPU: Octa-coreGPU: Mali G57 MP1Battery Type: Li-PoCapacity: 5000 mAh15W Fast ChargingInternal Memory: 64GB 3GB RAMCard slot Yes, upto 1 TBUSB Type-C",SKU: TE339MP66B2FSNAFAMZProduct Line: TODAY'S DEALS ENTERPRISES - ACWeight (kg): 0.2Color: BlackShop Type: Jumia Mall,FARUQ,22-11-2024,5 out of 5,Awesome What a nice products ????
Jumia Nigeria,Phones,Tecno,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black",112215.0,"Type: Hole ScreenRefresh Rate:120 HzScreen Size: 6.67 inchesScreen To Body Ratio: 84.6%Color: 16M ColorsResolution: 720 x 1600 pixelsPixel Density: 267 ppiHeight: 163.7 mm (6.44 inch)Width: 75.6 mm (2.98 inch)Thickness 8.6 mm (0.34 inch)SIM:Dual Sim, GSM+GSMResistance: IP54 dust/water resistantOS: Android 14 GoProcessor: Unisoc T615CPU: Octa-coreGPU: Mali G57 MP1Battery Type: Li-PoCapacity: 5000 mAh15W Fast ChargingInternal Memory: 64GB 3GB RAMCard slot Yes, upto 1 TBUSB Type-C",SKU: TE339MP66B2FSNAFAMZProduct Line: TODAY'S DEALS ENTERPRISES - ACWeight (kg): 0.2Color: BlackShop Type: Jumia Mall,Korede,20-11-2024,5 out of 5,i like it a good product with a good price.
Jumia Nigeria,Phones,Tecno,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black",112215.0,"Type: Hole ScreenRefresh Rate:120 HzScreen Size: 6.67 inchesScreen To Body Ratio: 84.6%Color: 16M ColorsResolution: 720 x 1600 pixelsPixel Density: 267 ppiHeight: 163.7 mm (6.44 inch)Width: 75.6 mm (2.98 inch)Thickness 8.6 mm (0.34 inch)SIM:Dual Sim, GSM+GSMResistance: IP54 dust/water resistantOS: Android 14 GoProcessor: Unisoc T615CPU: Octa-coreGPU: Mali G57 MP1Battery Type: Li-PoCapacity: 5000 mAh15W Fast ChargingInternal Memory: 64GB 3GB RAMCard slot Yes, upto 1 TBUSB Type-C",SKU: TE339MP66B2FSNAFAMZProduct Line: TODAY'S DEALS ENTERPRISES - ACWeight (kg): 0.2Color: BlackShop Type: Jumia Mall,Faith Ibeawuchi,13-11-2024,5 out of 5,Love My mum loves it
Jumia Nigeria,Phones,Tecno,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black",112215.0,"Type: Hole ScreenRefresh Rate:120 HzScreen Size: 6.67 inchesScreen To Body Ratio: 84.6%Color: 16M ColorsResolution: 720 x 1600 pixelsPixel Density: 267 ppiHeight: 163.7 mm (6.44 inch)Width: 75.6 mm (2.98 inch)Thickness 8.6 mm (0.34 inch)SIM:Dual Sim, GSM+GSMResistance: IP54 dust/water resistantOS: Android 14 GoProcessor: Unisoc T615CPU: Octa-coreGPU: Mali G57 MP1Battery Type: Li-PoCapacity: 5000 mAh15W Fast ChargingInternal Memory: 64GB 3GB RAMCard slot Yes, upto 1 TBUSB Type-C",SKU: TE339MP66B2FSNAFAMZProduct Line: TODAY'S DEALS ENTERPRISES - ACWeight (kg): 0.2Color: BlackShop Type: Jumia Mall,Funsko,08-11-2024,5 out of 5,I like it The phone came as expected and it's been functioning well
Jumia Nigeria,Phones,Tecno,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black",112215.0,"Type: Hole ScreenRefresh Rate:120 HzScreen Size: 6.67 inchesScreen To Body Ratio: 84.6%Color: 16M ColorsResolution: 720 x 1600 pixelsPixel Density: 267 ppiHeight: 163.7 mm (6.44 inch)Width: 75.6 mm (2.98 inch)Thickness 8.6 mm (0.34 inch)SIM:Dual Sim, GSM+GSMResistance: IP54 dust/water resistantOS: Android 14 GoProcessor: Unisoc T615CPU: Octa-coreGPU: Mali G57 MP1Battery Type: Li-PoCapacity: 5000 mAh15W Fast ChargingInternal Memory: 64GB 3GB RAMCard slot Yes, upto 1 TBUSB Type-C",SKU: TE339MP66B2FSNAFAMZProduct Line: TODAY'S DEALS ENTERPRISES - ACWeight (kg): 0.2Color: BlackShop Type: Jumia Mall,VINCENT,06-11-2024,4 out of 5,"Nice phone Long lasting battery, beautiful display."
Jumia Nigeria,Phones,Tecno,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black",112215.0,"Type: Hole ScreenRefresh Rate:120 HzScreen Size: 6.67 inchesScreen To Body Ratio: 84.6%Color: 16M ColorsResolution: 720 x 1600 pixelsPixel Density: 267 ppiHeight: 163.7 mm (6.44 inch)Width: 75.6 mm (2.98 inch)Thickness 8.6 mm (0.34 inch)SIM:Dual Sim, GSM+GSMResistance: IP54 dust/water resistantOS: Android 14 GoProcessor: Unisoc T615CPU: Octa-coreGPU: Mali G57 MP1Battery Type: Li-PoCapacity: 5000 mAh15W Fast ChargingInternal Memory: 64GB 3GB RAMCard slot Yes, upto 1 TBUSB Type-C",SKU: TE339MP66B2FSNAFAMZProduct Line: TODAY'S DEALS ENTERPRISES - ACWeight (kg): 0.2Color: BlackShop Type: Jumia Mall,Peace Evbota,04-11-2024,4 out of 5,"How it is I haven’t really explored it. But it ok… one time very recently, it said system malfunction and I just got it"
Jumia Nigeria,Phones,Tecno,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black",112215.0,"Type: Hole ScreenRefresh Rate:120 HzScreen Size: 6.67 inchesScreen To Body Ratio: 84.6%Color: 16M ColorsResolution: 720 x 1600 pixelsPixel Density: 267 ppiHeight: 163.7 mm (6.44 inch)Width: 75.6 mm (2.98 inch)Thickness 8.6 mm (0.34 inch)SIM:Dual Sim, GSM+GSMResistance: IP54 dust/water resistantOS: Android 14 GoProcessor: Unisoc T615CPU: Octa-coreGPU: Mali G57 MP1Battery Type: Li-PoCapacity: 5000 mAh15W Fast ChargingInternal Memory: 64GB 3GB RAMCard slot Yes, upto 1 TBUSB Type-C",SKU: TE339MP66B2FSNAFAMZProduct Line: TODAY'S DEALS ENTERPRISES - ACWeight (kg): 0.2Color: BlackShop Type: Jumia Mall,Omorogbe,04-11-2024,3 out of 5,"I like it, Good product"
Jumia Nigeria,Phones,Tecno,"Tecno Pop 9 6.67"" 3GB RAM /64GB ROM Android 14 - Black",112215.0,"Type: Hole ScreenRefresh Rate:120 HzScreen Size: 6.67 inchesScreen To Body Ratio: 84.6%Color: 16M ColorsResolution: 720 x 1600 pixelsPixel Density: 267 ppiHeight: 163.7 mm (6.44 inch)Width: 75.6 mm (2.98 inch)Thickness 8.6 mm (0.34 inch)SIM:Dual Sim, GSM+GSMResistance: IP54 dust/water resistantOS: Android 14 GoProcessor: Unisoc T615CPU: Octa-coreGPU: Mali G57 MP1Battery Type: Li-PoCapacity: 5000 mAh15W Fast ChargingInternal Memory: 64GB 3GB RAMCard slot Yes, upto 1 TBUSB Type-C",SKU: TE339MP66B2FSNAFAMZProduct Line: TODAY'S DEALS ENTERPRISES - ACWeight (kg): 0.2Color: BlackShop Type: Jumia Mall,Abolaji,17-10-2024,5 out of 5,It's a nice mobile phone Good product and good for the price
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Samson,25-02-2025,4 out of 5,good Good
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Oyetola,25-02-2025,5 out of 5,Love it Got some incredible features
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Sani,25-02-2025,5 out of 5,I love it It works perfect
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Akin Akinremi,24-02-2025,4 out of 5,working perfectly No issues at all
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Daniel,17-02-2025,5 out of 5,Good I'm enjoying it
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Andy,12-02-2025,4 out of 5,"good product The phone was as described, good sealed and in good working condition, highly recommend
No damage no regrets"
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,TAMUNOTONYE,11-02-2025,5 out of 5,It's working well Very portable and relia
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Joshua,10-02-2025,5 out of 5,great phone Highly recommend
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Ogunlola,10-02-2025,3 out of 5,Complaint It's slow somehow and I don't know what is needed to be done
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Onyeakarusi Samson,10-02-2025,3 out of 5,Good one Good one
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Oluwagbemi,10-02-2025,5 out of 5,nice Soo good for the price
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Ndukwe,04-02-2025,5 out of 5,supper cool Just as expected
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Mathew,03-02-2025,5 out of 5,I like it It's wow and up to expectations
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Yung,28-01-2025,3 out of 5,good product Nice phone...my sister luv it. It was hot at 1st charging but working fine
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Ayeni,27-01-2025,5 out of 5,Rating Great phone. Working perfectly
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Akamo,24-01-2025,5 out of 5,the phone is pefect I love it
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Isreal,24-01-2025,5 out of 5,i love it What I order  is what I got thanks
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Mashood,21-01-2025,5 out of 5,i like the operation of the phone It has the quality I needed
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Jude,20-01-2025,5 out of 5,Like It Excellent Features
Jumia Nigeria,Phones,Tecno,"Tecno Spark 30C 6.6"" 4GB RAM/128GB ROM Android 14 - Black",140527.0,"SIM card size: Nano SimDimensions (H/L/W): 166 x 78 x 8 mm, vol. 103.6 cm³Display: LCD IPS Color (16M) 720x1600 px (6.67"") 263ppiTouch screen: YES iconBattery: Li-Po 5000 mAhNon-removable battery: YES iconBuilt-in memory: YES icon 128 GBRAM Memory: 4 GBOS: Android 14Chipset: MediaTek Helio G81CPU #1 Type: Cortex-A75CPU #1 freq.: 2000.0 MHz (2-core)CPU #2 Type: Cortex-A55GPU Type: Mali-G52 MC2GPU freq.: 2000.0 MHz",SKU: TE339MP4Z552WNAFAMZProduct Line: SNS PHONES VENTURE - ACModel: Spark 20CWeight (kg): 0.1Color: BlackShop Type: Jumia Mall,Ajibola,16-01-2025,5 out of 5,Good product Good product
